province_name,province_id,distrct_name,district_it,name,code,created_by,created_date,last_modified_by,last_modified_date,client_uid
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Chivi ,4952d023-37f5-4bcd-b5c4-4edc33fadbfe,Shindi Satellite Clinic,ZW080324,admin,2021-04-07 12:00:419,admin,2021-04-07 12:00:419,ff534ea8-b3d9-42e0-b7ee-8f7deeef49ce
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Chivi ,4952d023-37f5-4bcd-b5c4-4edc33fadbfe,Takavarasha Rural Health Centre,ZW080307,admin,2021-04-07 12:00:420,admin,2021-04-07 12:00:420,e6bf2f42-41c3-46a5-a5a2-45371aa33620
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Chivi ,4952d023-37f5-4bcd-b5c4-4edc33fadbfe,Vuranda Clinic,ZW080325,admin,2021-04-07 12:00:421,admin,2021-04-07 12:00:421,bea9d43a-5b1c-48f2-a260-146d220d072d
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Chivi ,4952d023-37f5-4bcd-b5c4-4edc33fadbfe,Vutete Health Centre,ZW080326,admin,2021-04-07 12:00:422,admin,2021-04-07 12:00:422,786ba8bf-63b3-4b08-b283-4effcfc16982
Masvingo ,5dc70549-3b75-479d-a554-50344cd7e1d4,Chivi ,4952d023-37f5-4bcd-b5c4-4edc33fadbfe,Zivuku Clinic,ZW080327,admin,2021-04-07 12:00:423,admin,2021-04-07 12:00:423,6da72d9d-9315-4f68-a26c-dbaf90d65da7
Harare ,b13b3997-7131-4220-8975-63931e37bde3,Eastern ,25eae570-7973-4c15-a2d8-cc81b3caac48,Eastley FHS Clinic,ZW000A10,admin,2021-04-07 12:00:424,admin,2021-04-07 12:00:424,4848cae7-5e81-4b50-8c47-f900191048cf
Harare ,b13b3997-7131-4220-8975-63931e37bde3,Eastern ,25eae570-7973-4c15-a2d8-cc81b3caac48,Greendale FHS Clinic,ZW000A15,admin,2021-04-07 12:00:425,admin,2021-04-07 12:00:425,bb9b36e4-eecc-484b-83f2-ccf9a21506a6
Harare ,b13b3997-7131-4220-8975-63931e37bde3,Eastern ,25eae570-7973-4c15-a2d8-cc81b3caac48,Mabvuku PolyClinic,ZW000A23,admin,2021-04-07 12:00:426,admin,2021-04-07 12:00:426,206adf52-9f5d-4592-b6b4-6980b025afac
Harare ,b13b3997-7131-4220-8975-63931e37bde3,Eastern ,25eae570-7973-4c15-a2d8-cc81b3caac48,Tafara FHS Clinic,ZW000A38,admin,2021-04-07 12:00:427,admin,2021-04-07 12:00:427,462ab7f3-70ff-4735-b158-ec87732af7d2
Harare ,b13b3997-7131-4220-8975-63931e37bde3,Eastern ,25eae570-7973-4c15-a2d8-cc81b3caac48,ZPS Chikurubi Female Prison Clinic,ZW000A60,admin,2021-04-07 12:00:428,admin,2021-04-07 12:00:428,53c3b9a3-0f63-43be-af0b-f13644959dd2
Harare ,b13b3997-7131-4220-8975-63931e37bde3,Eastern ,25eae570-7973-4c15-a2d8-cc81b3caac48,ZPS Chikurubi Maximum Prison Hospital,ZW000A59,admin,2021-04-07 12:00:429,admin,2021-04-07 12:00:429,a2dac6aa-3477-439e-9a59-3a421f1eb10a
Harare ,b13b3997-7131-4220-8975-63931e37bde3,Eastern ,25eae570-7973-4c15-a2d8-cc81b3caac48,ZPS Harare Central Prison Hospital,ZW000A48,admin,2021-04-07 12:00:430,admin,2021-04-07 12:00:430,430c0a64-fd94-400b-83ee-80526d58e046
Harare ,b13b3997-7131-4220-8975-63931e37bde3,Eastern ,25eae570-7973-4c15-a2d8-cc81b3caac48,ZPS Harare Metropolitan Province Prisons Clinic,ZW000A96,admin,2021-04-07 12:00:431,admin,2021-04-07 12:00:431,6403de3a-6d86-451b-aebf-0b43020d1fc2
Bulawayo ,ed4bfdc7-4843-42c2-b355-bce7fcfbe7d3,Emakhandeni ,34501d65-5434-489b-ac46-2e6002b9a9de,Cowdray Park Clinic,ZW090A27,admin,2021-04-07 12:00:432,admin,2021-04-07 12:00:432,65d03aeb-49e4-4f78-b663-64bd25dab2a3
Bulawayo ,ed4bfdc7-4843-42c2-b355-bce7fcfbe7d3,Emakhandeni ,34501d65-5434-489b-ac46-2e6002b9a9de,Emakhandeni Clinic,ZW090A01,admin,2021-04-07 12:00:433,admin,2021-04-07 12:00:433,97a4e9da-6473-465f-8fb8-8634e913ce88
Bulawayo ,ed4bfdc7-4843-42c2-b355-bce7fcfbe7d3,Emakhandeni ,34501d65-5434-489b-ac46-2e6002b9a9de,Luveve Clinic,ZW090A06,admin,2021-04-07 12:00:434,admin,2021-04-07 12:00:434,4e08410d-10d4-4c66-b074-bbfc9dfc5886
Bulawayo ,ed4bfdc7-4843-42c2-b355-bce7fcfbe7d3,Emakhandeni ,34501d65-5434-489b-ac46-2e6002b9a9de,Magwegwe Clinic,ZW090A07,admin,2021-04-07 12:00:435,admin,2021-04-07 12:00:435,0a490e46-0b27-41b9-a707-4b6cbd5edc2c
Bulawayo ,ed4bfdc7-4843-42c2-b355-bce7fcfbe7d3,Emakhandeni ,34501d65-5434-489b-ac46-2e6002b9a9de,Njube Clinic,ZW090A09,admin,2021-04-07 12:00:436,admin,2021-04-07 12:00:436,9bcee1e3-0bce-4c62-84dc-829007470f45
Bulawayo ,ed4bfdc7-4843-42c2-b355-bce7fcfbe7d3,Emakhandeni ,34501d65-5434-489b-ac46-2e6002b9a9de,Pumula Clinic,ZW090A13,admin,2021-04-07 12:00:437,admin,2021-04-07 12:00:437,8d3e3de6-8abf-4a32-bcb3-4ad6d9182c40
Bulawayo ,ed4bfdc7-4843-42c2-b355-bce7fcfbe7d3,Emakhandeni ,34501d65-5434-489b-ac46-2e6002b9a9de,Pumula South Clinic,ZW090A35,admin,2021-04-07 12:00:438,admin,2021-04-07 12:00:438,fe638052-6366-489c-822d-abeb3f0bbae9
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Burure Clinic,ZW070294,admin,2021-04-07 12:00:439,admin,2021-04-07 12:00:439,99d7dc6d-3e44-4c14-be4d-b8de3756be8d
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Chireya Mission Hospital,ZW07020B,admin,2021-04-07 12:00:440,admin,2021-04-07 12:00:440,676f6d32-fcbe-43a3-9d82-211809d43e5e
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Denda Clinic,ZW070291,admin,2021-04-07 12:00:441,admin,2021-04-07 12:00:441,ee1226ef-9b6f-4992-9329-590244486352
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Gandavaroyi Clinic,ZW070212,admin,2021-04-07 12:00:442,admin,2021-04-07 12:00:442,90870309-398e-4aa1-bc35-5b73802a36c1
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Gokwe North District Hospital,ZW07020E,admin,2021-04-07 12:00:443,admin,2021-04-07 12:00:443,612e8512-7a9a-4ac0-898d-9931f3588aa8
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Goredema Clinic,ZW070292,admin,2021-04-07 12:00:444,admin,2021-04-07 12:00:444,5cde2648-bfd1-4926-ae5e-1ee99d6014cc
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Gumunyu Clinic,ZW070227,admin,2021-04-07 12:00:445,admin,2021-04-07 12:00:445,f7a14085-ab4a-40db-9cf6-900d1351dd18
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Kadzidirire Rural Health Centre,ZW070202,admin,2021-04-07 12:00:446,admin,2021-04-07 12:00:446,9a8a22fb-28a5-48bc-9eeb-cce533bbeea5
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Kahobo Clinic,ZW070229,admin,2021-04-07 12:00:447,admin,2021-04-07 12:00:447,8be87061-8121-4d96-aecc-ac0d1cf6867f
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Kuwirirana Clinic,ZW070231,admin,2021-04-07 12:00:448,admin,2021-04-07 12:00:448,92c1a2cd-dee9-4411-9418-9f25622dce28
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Madzivazvido Rural Health Centre,ZW070203,admin,2021-04-07 12:00:449,admin,2021-04-07 12:00:449,788bd119-1f42-4406-b2d0-1e152b38f547
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Mashame Rural Health Centre,ZW070205,admin,2021-04-07 12:00:450,admin,2021-04-07 12:00:450,39c8fcf4-bb7f-4506-9a97-aabbe0d6a79f
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Musadzi Rural Health Centre,ZW070204,admin,2021-04-07 12:00:451,admin,2021-04-07 12:00:451,2ee98ef2-4771-448f-84fc-70f42e0d35de
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Mutora Mission Hospital,ZW07020D,admin,2021-04-07 12:00:452,admin,2021-04-07 12:00:452,703d0630-1df2-4469-88a5-7260f9a49e72
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Nenyunga Clinic,ZW070295,admin,2021-04-07 12:00:453,admin,2021-04-07 12:00:453,9d4641a6-6c08-493f-9b5f-d85dc46cbbbb
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Norah Rural Health Centre,ZW070207,admin,2021-04-07 12:00:454,admin,2021-04-07 12:00:454,a5e2ad6b-95fd-45fc-956f-aef73387f1da
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Rubatsiro Clinic,ZW070298,admin,2021-04-07 12:00:455,admin,2021-04-07 12:00:455,c261c656-f530-47e7-b4df-074bb078a80c
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Simchembu Rural Health Centre,ZW070209,admin,2021-04-07 12:00:456,admin,2021-04-07 12:00:456,140ca65a-bf0c-4744-8f75-912f6b579e6a
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Tsungai Rural Health Centre,ZW070210,admin,2021-04-07 12:00:457,admin,2021-04-07 12:00:457,469d7368-10e7-4161-b42e-9509b605a85a
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Vumba Clinic,ZW070220,admin,2021-04-07 12:00:458,admin,2021-04-07 12:00:458,45b2f078-2e2e-47bb-8c3c-ae0c59e057e2
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Zhomba Clinic,ZW070240,admin,2021-04-07 12:00:459,admin,2021-04-07 12:00:459,27b994f3-9ee8-42bd-a82e-e829ab1bd404
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe North ,bafe6ede-fcc9-4e10-971a-56b1ec42668f,Zumba Clinic,ZW070211,admin,2021-04-07 12:00:460,admin,2021-04-07 12:00:460,bcd2c71e-3402-4069-bbb5-7237a7fd7fa5
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Chemahororo Clinic,ZW070311,admin,2021-04-07 12:00:461,admin,2021-04-07 12:00:461,82977357-ed47-4fb2-a18b-3297ccb206f6
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Cheziya Clinic,ZW070312,admin,2021-04-07 12:00:462,admin,2021-04-07 12:00:462,8b07c4eb-0e4e-434d-a9c8-3b00c8cd1d0b
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Chitapo Clinic,ZW070313,admin,2021-04-07 12:00:463,admin,2021-04-07 12:00:463,283bdc83-fbb3-4892-bbab-91f2aa18b283
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Chitave Clinic,ZW070314,admin,2021-04-07 12:00:464,admin,2021-04-07 12:00:464,32b0fa9e-8dbe-467e-86da-1270e89a98a1
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Gawa Clinic,ZW070315,admin,2021-04-07 12:00:465,admin,2021-04-07 12:00:465,77decae2-0529-463d-95f2-5f562aa235bb
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Gokwe South District Hospital,ZW07030A,admin,2021-04-07 12:00:466,admin,2021-04-07 12:00:466,0acb4124-288a-4cb1-be96-0ebecd065e18
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Gokwe South Population Services Zimbabwe,ZW070351,admin,2021-04-07 12:00:467,admin,2021-04-07 12:00:467,9b3c80b1-bfb6-4856-96f3-bf9f6ad9d70b
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Gokwe South ZRP Camp Clinic,ZW070353,admin,2021-04-07 12:00:468,admin,2021-04-07 12:00:468,d13df12a-8d4c-44a3-a2fe-b014dac7bbb6
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Gwanyika Rural Health Centre,ZW070301,admin,2021-04-07 12:00:469,admin,2021-04-07 12:00:469,c21e770d-57a7-474b-9f3a-3711fcc00786
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Huchu Clinic,ZW070316,admin,2021-04-07 12:00:470,admin,2021-04-07 12:00:470,995d80e8-f58e-434d-804e-e85cc8b3f808
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Jahana Clinic,ZW070317,admin,2021-04-07 12:00:471,admin,2021-04-07 12:00:471,d8a8354e-bb62-4eed-9dd3-d607c81b9f24
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Jiri,ZW070318,admin,2021-04-07 12:00:472,admin,2021-04-07 12:00:472,54da8c7e-6de5-4fdd-a790-4db42e0061ee
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Kana Mission Hospital,ZW07030B,admin,2021-04-07 12:00:473,admin,2021-04-07 12:00:473,c0094b66-9010-43b7-869b-3fdb4bc7da63
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Krima Clinic,ZW070319,admin,2021-04-07 12:00:474,admin,2021-04-07 12:00:474,8be6d3d3-c7ce-4ad3-a19a-fe0cd2552b42
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Mangidi Clinic,ZW070320,admin,2021-04-07 12:00:475,admin,2021-04-07 12:00:475,71f11231-c90c-4bcb-8e16-fc75d95d96fb
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Manoti Clinic,ZW070321,admin,2021-04-07 12:00:476,admin,2021-04-07 12:00:476,8f690d2f-1304-42fa-b292-9d53d99e5d1c
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Manyoni Clinic,ZW070341,admin,2021-04-07 12:00:477,admin,2021-04-07 12:00:477,e9238d24-6ae7-41ac-98c6-30741e0deae9
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Masuka Clinic,ZW070322,admin,2021-04-07 12:00:478,admin,2021-04-07 12:00:478,34664f76-d34e-45fe-be37-e343f25bcd25
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Mateme SDA Clinic,ZW070342,admin,2021-04-07 12:00:479,admin,2021-04-07 12:00:479,486df840-e494-4d48-b940-153509c621ea
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Mateta Rural Health Centre,ZW070302,admin,2021-04-07 12:00:480,admin,2021-04-07 12:00:480,12450492-52de-40e3-9926-793696fd6f44
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Medpark Surgery Clinic,ZW070354,admin,2021-04-07 12:00:481,admin,2021-04-07 12:00:481,15569a95-2f20-4b1c-8f54-67a81241bdc8
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Mkoka Clinic,ZW070323,admin,2021-04-07 12:00:482,admin,2021-04-07 12:00:482,13bfc23d-2355-44ec-8d3a-8036799c3adb
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Msala Clinic,ZW070324,admin,2021-04-07 12:00:483,admin,2021-04-07 12:00:483,07451d78-4152-43f4-8d6e-7036755e195b
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Mtanke Clinic,ZW070343,admin,2021-04-07 12:00:484,admin,2021-04-07 12:00:484,96a0912e-503e-46e4-959e-bf7105742bb2
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Musita Clinic,ZW070325,admin,2021-04-07 12:00:485,admin,2021-04-07 12:00:485,b0173d6e-c10d-4807-ba24-7db9b479537a
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Ndavambi Clinic,ZW070326,admin,2021-04-07 12:00:486,admin,2021-04-07 12:00:486,96bf48d0-cfc2-49f5-8b46-5270916931af
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Njelele clinic,ZW070327,admin,2021-04-07 12:00:487,admin,2021-04-07 12:00:487,cfbded0f-1c52-4fb2-a50c-1f40cea5ff61
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Nyaje Rural Health Centre,ZW070303,admin,2021-04-07 12:00:488,admin,2021-04-07 12:00:488,77b10ecd-0e4c-471e-bca2-b3994857d957
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Nyamhunga Clinic,ZW070328,admin,2021-04-07 12:00:489,admin,2021-04-07 12:00:489,477b16b9-d573-4d2e-9c38-a58c35424263
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Sai Clinic,ZW070329,admin,2021-04-07 12:00:490,admin,2021-04-07 12:00:490,2cb737f0-4d41-4aad-ad6c-6af858188711
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Sessami Clinic,ZW070344,admin,2021-04-07 12:00:491,admin,2021-04-07 12:00:491,a11e855a-700e-4edb-9b6e-a465f7820eef
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Svisvi Clinic,ZW070304,admin,2021-04-07 12:00:492,admin,2021-04-07 12:00:492,9de347ec-8e8c-438a-8e82-eff4be67cb09
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Tongwe Clinic,ZW07030,admin,2021-04-07 12:00:493,admin,2021-04-07 12:00:493,d3912d88-3584-4c88-b78c-e8b5a7e9f141
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,Zhamba Clinic,ZW070331,admin,2021-04-07 12:00:494,admin,2021-04-07 12:00:494,a76b5978-1bd6-4fda-8330-cfa0440a072e
Midlands ,39ce0e37-9e7b-4bc1-882d-64846ba6821c,Gokwe South ,e8e324b2-864e-4634-b879-e1e1d1b7c879,ZPS Gokwe Prison Clinic,ZW070352,admin,2021-04-07 12:00:495,admin,2021-04-07 12:00:495,8887640c-1337-4764-b871-7c88c5fada08
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Arcturus Mine Clinic,ZW030275,admin,2021-04-07 12:00:496,admin,2021-04-07 12:00:496,91575336-7157-4c6d-a4a8-6030746ee06a
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Bosha Rural Health Centre,ZW030201,admin,2021-04-07 12:00:497,admin,2021-04-07 12:00:497,af6c3185-872f-414e-bdc3-261da8afd42e
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Bromley Clinic,ZW030245,admin,2021-04-07 12:00:498,admin,2021-04-07 12:00:498,e495265f-b4d6-48f6-9d27-ff543e738765
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Chikwaka Rural Hospital,ZW03020D,admin,2021-04-07 12:00:499,admin,2021-04-07 12:00:499,1d785044-8cf7-42ed-a160-09f69432a0f3
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Chinamhora Clinic,ZW030225,admin,2021-04-07 12:00:500,admin,2021-04-07 12:00:500,93aa7655-c948-48e0-bf5e-f454441f1041
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Chinyika Clinic,ZW030226,admin,2021-04-07 12:00:501,admin,2021-04-07 12:00:501,25219662-a47c-4d7c-8fbe-e56667405f58
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Chishawasha Mission Primary Clinic,ZW030278,admin,2021-04-07 12:00:502,admin,2021-04-07 12:00:502,dffb1589-7be0-4059-b03b-6c4f53cb0681
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Cranborne Clinic,ZW030246,admin,2021-04-07 12:00:503,admin,2021-04-07 12:00:503,270c028f-d562-41e4-b901-ea725dca0915
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Domboshava Rural Health Centre,ZW030202,admin,2021-04-07 12:00:504,admin,2021-04-07 12:00:504,61ea00ca-7d22-4136-95c1-f2c9e0110b92
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Goromonzi High School Clinic,ZW030205,admin,2021-04-07 12:00:505,admin,2021-04-07 12:00:505,023991f8-b312-434a-ac02-e2f58c52177d
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Henry John Reimer Clinic,ZW030247,admin,2021-04-07 12:00:506,admin,2021-04-07 12:00:506,a0176bcd-9868-4081-a4a0-05fbcd72c8f3
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Joan Rankine Clinic,ZW030251,admin,2021-04-07 12:00:507,admin,2021-04-07 12:00:507,f7931643-fea7-475a-bfc6-b6f8eea53d11
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Kowoyo Clinic,ZW030227,admin,2021-04-07 12:00:508,admin,2021-04-07 12:00:508,15e0f26e-d85e-4524-910b-9c29e6f86c1d
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Kubatsirana Clinic,ZW030248,admin,2021-04-07 12:00:509,admin,2021-04-07 12:00:509,d6235bcd-c31c-4f78-adcf-da080d686802
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Makumbe District Hospital,ZW03020A,admin,2021-04-07 12:00:510,admin,2021-04-07 12:00:510,4fa89ba8-6fb6-4af6-84ea-b020c0b595b3
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Masikandoro Clinic,ZW030228,admin,2021-04-07 12:00:511,admin,2021-04-07 12:00:511,bbac2568-db18-4714-ae4f-55021e7bd63c
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Melfort Clinic,ZW030274,admin,2021-04-07 12:00:512,admin,2021-04-07 12:00:512,3cd09f9e-e3b9-41a6-89b9-202ccaf582a5
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Mwanza Rural Health Centre,ZW030203,admin,2021-04-07 12:00:513,admin,2021-04-07 12:00:513,b185352a-af69-4750-b8d8-a321ae3241c9
Mashonaland East ,56b89496-1fb6-49a1-a69c-d632db03667c,Goromonzi ,9440d773-64ec-4f3d-937c-652d30e898cb,Pagejo RaRuby Clinic,ZW030276,admin,2021-04-07 12:00:514,admin,2021-04-07 12:00:514,69d0e7b4-2606-4219-9d7d-fd2bf2739234
