FullName,Client Name,Client Province,Client District,ClientID,EmailAddress,MobilePhone,HomePhone,BusinessPhone,ConsentSMS,Status,Client Phone,Client EmailAddress,Client CCEmails,Client Status
Sister in charge,Nyakapupu Clinic,Mashonaland Central,Guruve,ZW020339,,,,263774157454.0,,active,+263774157454,,,active
Sister in charge,Ruyamuro Clinic,Mashonaland Central,Guruve,ZW020343,,,,263774157431.0,,active,+263774157431,,,active
Sister in charge,Birkdale Clinic,Mashonaland Central,Guruve,ZW020344,,,,263774157673.0,,active,+263774157673,,,active
Sister in charge,Mugarakamwe Clinic,Mashonaland Central,Guruve,ZW020345,,,,263774157660.0,,active,+263774157660,,,active
Sister in charge,Kemutamba Clinic,Mashonaland Central,Guruve,ZW020346,,,,263774157468.0,,active,+263774157468,,,active
Sister in charge,Camsasa Clinic,Mashonaland Central,Guruve,ZW020347,,,,263774157433.0,,active,+263774157433,,,active
Sister in charge,Brandon Clinic,Mashonaland Central,Guruve,ZW020348,,,,263774157452.0,,active,+263774157452,,,active
Sister in charge,Chinehasha Rural Health Centre,Mashonaland Central,Mazowe,ZW020401,,,,263777147367.0,,active,+263777147367,,,active
Sister in charge,Nyakudya Rural Health Centre,Mashonaland Central,Mazowe,ZW020402,,,,263778126773.0,,active,+263778126773,,,active
Sister in charge,Shutu Rural Health Centre,Mashonaland Central,Mazowe,ZW020403,,,,263777147355.0,,active,+263777147355,,,active
Sister in charge,Donje Clinic,Mashonaland Central,Mazowe,ZW020406,,,,263777146077.0,,active,+263777146077,,,active
Sister in charge,Adura Clinic,Mashonaland Central,Mazowe,ZW020408,shamut@nmrl.org.zw,,,263777146094.0,,active,+263777146094,,chirowodzal@nmrl.org.zw,active
Sister in charge,Concession District Hospital1,Mashonaland Central,Mazowe,ZW02040A,,,,263783285065.0,,active,+263783285065,,,active
Sister in charge,Rosa Rural Hospital,Mashonaland Central,Mazowe,ZW02040B,,,,263771612673.0,,active,+263771612673,,,active
Sister in charge,Howard Mission Hospital,Mashonaland Central,Mazowe,ZW02040C,,,,263778126771.0,,active,+263778126771,,,active
Sister in charge,Mazowe Citrus Clinic,Mashonaland Central,Mazowe,ZW02040D,,,,263777147391.0,,active,+263777147391,,,active
Sister in charge,Mvurwi Hospital,Mashonaland Central,Mazowe,ZW02040E,,,,263778126770.0,,active,+263778126770,,,active
Sister in charge,Davaar Clinic,Mashonaland Central,Mazowe,ZW020410,,,,263777146086.0,,active,+263777146086,,,active
Sister in charge,Von Abo Clinic,Mashonaland Central,Mazowe,ZW020411,,,,263777146087.0,,active,+263777146087,,,active
Sister in charge,Bare Clinic,Mashonaland Central,Mazowe,ZW020425,,,,263777147401.0,,active,+263777147401,,,active
Sister in charge,Jingamvura Clinic,Mashonaland Central,Mazowe,ZW020427,,,,263777147395.0,,active,+263777147395,,,active
Sister in charge,Makope Clinic,Mashonaland Central,Mazowe,ZW020428,,,,263777147394.0,,active,+263777147394,,,active
Sister in charge,Christon Bank Clinic,Mashonaland Central,Mazowe,ZW020430,,,,263778126763.0,,active,+263778126763,,,active
Sister in charge,Nzvimbo Clinic,Mashonaland Central,Mazowe,ZW020432,,,,263777146096.0,,active,+263777146096,,,active
CLINICIAN IN CHARGE,Belgownie Clinic,Mashonaland Central,Mazowe,ZW020445,pgumbo3@gmail.com,,,263778126769.0,,active,+263778126769,,,active
Sister in charge,Holme Eden Clinic,Mashonaland Central,Mazowe,ZW020446,,,,263778126761.0,,active,+263778126761,,,active
Sister in charge,Tsungubvi Clinic,Mashonaland Central,Mazowe,ZW020447,,,,263778126766.0,,active,+263778126766,,,active
Sister in charge,Henderson Clinic,Mashonaland Central,Mazowe,ZW020475,,,,263778126772.0,,active,+263778126772,,,active
Sister in charge,Iron Duke Clinic,Mashonaland Central,Mazowe,ZW020476,,,,263777146097.0,,active,+263777146097,,,active
Sister in charge,Mazowe Mine Clinic,Mashonaland Central,Mazowe,ZW020477,,,,263777147376.0,,active,+263777147376,,,active
Sister in charge,Storis Clinic,Mashonaland Central,Mazowe,ZW020478,,,,263777146892.0,,active,+263777146892,,,active
Sister in charge,Mazowe Prison Clinic,Mashonaland Central,Mazowe,ZW020479,,,,263777146088.0,,active,+263777146088,,,active
Sister in charge,North Eastern Medical Centre,Mashonaland Central,Mazowe,ZW020482,,,,263777146093.0,,active,+263777146093,,,active
Sister in charge,Montgomery Christian Care Centre,Mashonaland Central,Mazowe,ZW020483,,,,263777146098.0,,active,+263777146098,,,active
Sister in charge,Dambo Clinic,Mashonaland Central,Mazowe,ZW020484,,,,263778126765.0,,active,+263778126765,,,active
Sister in charge,Forrester Clinic,Mashonaland Central,Mazowe,ZW020485,,,,263777146108.0,,active,+263777146108,,,active
Sister in charge,Mazowe Secondary Clinic,Mashonaland Central,Mazowe,ZW020486,,,,263777147370.0,,active,+263777147370,,,active
Sister in charge,Shopo Clinic,Mashonaland Central,Mazowe,ZW020487,,,,263777146890.0,,active,+263777146890,,,active
Sister in charge,Dotito Rural Health Centre,Mashonaland Central,Mount Darwin,ZW020501,,,,263774157708.0,,active,+263774157708,,,active
Sister in charge,Kamutsenzere Rural Health Centre,Mashonaland Central,Mount Darwin,ZW020502,,,,263774157689.0,,active,+263774157689,,,active
Sister in charge,Mukumbura Clinic,Mashonaland Central,Mount Darwin,ZW020503,,,,263774157687.0,,active,+263774157687,,,active
Sister in charge,Nyamahobogo Rural Health Centre,Mashonaland Central,Mount Darwin,ZW020504,,,,263774157717.0,,active,+263774157717,,,active
Sister in charge,Pfunyangowu Rural Health Centre,Mashonaland Central,Mount Darwin,ZW020505,,,,263774157782.0,,active,+263774157782,,,active
Sister in charge,Tsakare Rural Health Centre,Mashonaland Central,Mount Darwin,ZW020506,,,,263774157743.0,,active,+263774157743,,,active
Sister in charge,Mutungagore Clinic,Mashonaland Central,Mount Darwin,ZW020507,,,,263774157730.0,,active,+263774157730,,,active
Sister in charge,Mutasa Clinic,Mashonaland Central,Mount Darwin,ZW020508,,,,263774157777.0,,active,+263774157777,,,active
Sister in charge,Mutasa Clinic,Mashonaland Central,Mount Darwin,ZW020508,,,,263774148530.0,,active,+263774157777,,,active
Sister in charge,Chiburi Rural Health Centre,Mashonaland Central,Mount Darwin,ZW020509,,,,263774157778.0,,active,+263774157778,,,active
Sister in charge,Mount Darwin District Hospital,Mashonaland Central,Mount Darwin,ZW02050A,,,,263771120248.0,,active,+263771120248,,,active
Sister in charge,Karanda Mission Hospital,Mashonaland Central,Mount Darwin,ZW02050B,,,,263774157686.0,,active,+263774157686,,,active
Sister in charge,Chahwanda Rural Health Centre,Mashonaland Central,Mount Darwin,ZW020525,,,,263774157745.0,,active,+263774157745,,,active
Sister in charge,Kaitano Rural Health Centre,Mashonaland Central,Mount Darwin,ZW020526,,,,263774157733.0,,active,+263774157733,,,active
Sister in charge,Nembire Rural Health Centre,Mashonaland Central,Mount Darwin,ZW020527,,,,263774157736.0,,active,+263774157736,,,active
Sister in charge,Pachanza Clinic,Mashonaland Central,Mount Darwin,ZW020528,,,,263774157703.0,,active,+263774157703,,,active
Sister in charge,Bveke Clinic,Mashonaland Central,Mount Darwin,ZW020529,,,,263774157742.0,,active,+263774157742,,,active
Sister in charge,Mount Darwin ZRP Clinic,Mashonaland Central,Mount Darwin,ZW020530,,,,263774157800.0,,active,+263774157800,,,active
Sister in charge,Mount Darwin ZPS Clinic,Mashonaland Central,Mount Darwin,ZW020531,,,,263774157833.0,,active,+263774157833,,,active
Sister in charge,Bandimba Rural Health Centre,Mashonaland Central,Mount Darwin,ZW020533,,,,263774157748.0,,active,+263774157748,,,active
Sister in charge,Chitse Clinic,Mashonaland Central,Mount Darwin,ZW020534,,,,263783282919.0,,active,+263783282919,,,active
Sister in charge,Chitepo Clinic,Mashonaland Central,Mount Darwin,ZW020535,,,,263783282920.0,,active,+263783282920,,,active
Sister in charge,Mukosa Rural Health Centre,Mashonaland Central,Rushinga,ZW020601,,,,263774157888.0,,active,+263774157888,,,active
Sister in charge,Mukonde Rural Health Centre,Mashonaland Central,Rushinga,ZW020602,,,,263774157835.0,,active,+263774157835,,,active
Sister in charge,Nhawa Rural Health Centre,Mashonaland Central,Rushinga,ZW020603,,,,263777146898.0,,active,+263777146898,,,active
Sister in charge,Rushinga Rural Health Centre,Mashonaland Central,Rushinga,ZW020604,,,,263774157837.0,,active,+263774157837,,,active
Sister in charge,Nyamatikiti Rural Health Centre,Mashonaland Central,Rushinga,ZW020606,,,,263774157851.0,,active,+263774157851,,,active
Sister in charge,Chimandau Rural Health Centre,Mashonaland Central,Rushinga,ZW020607,,,,263774157925.0,,active,+263774157925,,,active
Sister in charge,Mary Mount Mission Hospital,Mashonaland Central,Rushinga,ZW02060B,,,,263774157935.0,,active,+263774157935,,,active
Sister in charge,Bungwe Clinic,Mashonaland Central,Rushinga,ZW020625,,,,263774157843.0,,active,+263774157843,,,active
Sister in charge,Rusambo Clinic,Mashonaland Central,Rushinga,ZW020626,,,,263774157836.0,,active,+263774157836,,,active
Sister in charge,Chimhanda Clinic,Mashonaland Central,Rushinga,ZW020627,,,,263774157840.0,,active,+263774157840,,,active
Sister in charge,Nyamaruro Rural Health Centre,Mashonaland Central,Shamva,ZW020701,,,,263774159455.0,,active,+263774159455,,,active
Sister in charge,Chishapa Clinic,Mashonaland Central,Shamva,ZW020703,,,,263774159422.0,,active,+263774159422,,,active
Sister in charge,Goora Rural Health Centre,Mashonaland Central,Shamva,ZW020704,,,,263774159432.0,,active,+263774159432,,,active
Sister in charge,Mupfurudzi Rural Health Centre,Mashonaland Central,Shamva,ZW020705,,,,263774159431.0,,active,+263774159431,,,active
Sister in charge,Shamva District Hospital,Mashonaland Central,Shamva,ZW02070A,,,,263783282880.0,,active,+263783282880,,,active
Sister in charge,Madziwa Rural Hospital,Mashonaland Central,Shamva,ZW02070B,,,,263774159421.0,,active,+263774159421,,,active
Sister in charge,Wadzanai Clinic,Mashonaland Central,Shamva,ZW020712,,,,263783282884.0,,active,+263783282884,,,active
Sister in charge,Bushu Clinic,Mashonaland Central,Shamva,ZW020725,,,,263774159430.0,,active,+263774159430,,,active
Sister in charge,Chidembo Clinic,Mashonaland Central,Shamva,ZW020726,,,,263774159443.0,,active,+263774159443,,,active
Sister in charge,Chihuri Clinic,Mashonaland Central,Shamva,ZW020727,,,,263774159454.0,,active,+263774159454,,,active
Sister in charge,Takawira Clinic,Mashonaland Central,Shamva,ZW020728,,,,263774159459.0,,active,+263774159459,,,active
Sister in charge,Shamva Gold mine Clinic,Mashonaland Central,Shamva,ZW020776,,,,263783282879.0,,active,+263783282879,,,active
Sister in charge,Nyamaropa Rural Health Centre,Mashonaland Central,Shamva,ZW020777,,,,263774159484.0,,active,+263774159484,,,active
Sister in charge,Masoka Clinic,Mashonaland Central,Mbire,ZW020801,,,,263777146886.0,,active,+263777146886,,,active
Sister in charge,Masomo Clinic,Mashonaland Central,Mbire,ZW020802,,,,263777146868.0,,active,+263777146868,,,active
Sister in charge,Mushumbi RHC,Mashonaland Central,Mbire,ZW020803,,,,263774157936.0,,active,+263774157936,,,active
Sister in charge,Chitsungo Mission Hospital,Mashonaland Central,Mbire,ZW02080B,,,,263777147414.0,,active,+263777147414,,,active
Sister in charge,Chapoto Clinic,Mashonaland Central,Mbire,ZW020820,,,,263777146871.0,,active,+263777146871,,,active
Sister in charge,Angwa Clinic,Mashonaland Central,Mbire,ZW020821,,,,263777146870.0,,active,+263777146870,,,active
Sister in charge,Chikafa Clinic,Mashonaland Central,Mbire,ZW020830,,,,263777146856.0,,active,+263777146856,,,active
Sister in charge,Gonono Clinic,Mashonaland Central,Mbire,ZW020831,,,,263777146884.0,,active,+263777146884,,,active
Sister in charge,Musengezi Clinic,Mashonaland Central,Mbire,ZW020832,,,,263777146859.0,,active,+263777146859,,,active
Sister in charge,Mahuwe Clinic,Mashonaland Central,Mbire,ZW020833,,,,263777146867.0,,active,+263777146867,,,active
Sister in charge,Chirunya Clinic,Mashonaland Central,Mbire,ZW020834,,,,263777146878.0,,active,+263777146878,,,active
Sister in charge,Nyambudzi Clinic,Mashonaland Central,Mbire,ZW020835,,,,263777146885.0,,active,+263777146885,,,active
Sister in charge,Chidodo Clinic,Mashonaland Central,Mbire,ZW020841,,,,263777146855.0,,active,+263777146855,,,active
Sister in charge,Mufudziwakanaka Rural Health Centre,Mashonaland East,Chikomba,ZW030101,,,,263774159511.0,,active,+263774159511,,,active
Sister in charge,Murezi Rural Health Centre,Mashonaland East,Chikomba,ZW030102,,,,263774159512.0,,active,+263774159512,,,active
Sister in charge,Nyamhere Rural Health Centre,Mashonaland East,Chikomba,ZW030103,,,,263774159518.0,,active,+263774159518,,,active
Sister in charge,Zvamatobwe Rural Health Centre,Mashonaland East,Chikomba,ZW030104,,,,263774159521.0,,active,+263774159521,,,active
Sister in charge,Chivhu ZRP Camp Clinic,Mashonaland East,Chikomba,ZW030105,,,,263783280029.0,,active,+263783280029,,,active
Sister in charge,ZPS Clinic,Mashonaland East,Chikomba,ZW030106,,,,263783280025.0,,active,+263783280025,,,active
Sister in charge,Musumha Rural Health Centre,Mashonaland East,Chikomba,ZW030107,,,,263774159537.0,,active,+263774159537,,,active
Sister in charge,Chivhu General Hospital,Mashonaland East,Chikomba,ZW03010A,,,,263783280027.0,,active,+263783280027,,,active
Sister in charge,Nharira Rural Hospital,Mashonaland East,Chikomba,ZW03010B,,,,263774159506.0,,active,+263774159506,,,active
Sister in charge,Range Rural Health Centre,Mashonaland East,Chikomba,ZW03010C,,,,263774159523.0,,active,+263774159523,,,active
Sister in charge,Sadza District Hospital,Mashonaland East,Chikomba,ZW03010D,,,,263774159507.0,,active,+263774159507,,,active
Sister in charge,Gandachibvuva Mission Hospital,Mashonaland East,Chikomba,ZW03010E,,,,263774159510.0,,active,+263774159510,,,active
Sister in charge,Tavara Clinic,Mashonaland East,Chikomba,ZW030125,,,,263783280033.0,,active,+263783280033,,,active
Sister in charge,Gokomere Clinic,Mashonaland East,Chikomba,ZW030126,,,,263774159550.0,,active,+263774159550,,,active
Sister in charge,Manyene Clinic,Mashonaland East,Chikomba,ZW030128,,,,263774159579.0,,active,+263774159579,,,active
Sister in charge,Masasa Clinic,Mashonaland East,Chikomba,ZW030129,,,,263774159580.0,,active,+263774159580,,,active
Sister in charge,Mbiru Clinic,Mashonaland East,Chikomba,ZW030130,,,,263774159598.0,,active,+263774159598,,,active
Sister in charge,Mushipe Clinic,Mashonaland East,Chikomba,ZW030131,,,,263774159603.0,,active,+263774159603,,,active
Sister in charge,Nhangabwe Clinic,Mashonaland East,Chikomba,ZW030132,,,,263774159617.0,,active,+263774159617,,,active
Sister in charge,Pokoteke Clinic,Mashonaland East,Chikomba,ZW030133,,,,263774159622.0,,active,+263774159622,,,active
Sister in charge,Rutanhira Clinic,Mashonaland East,Chikomba,ZW030134,,,,263774159624.0,,active,+263774159624,,,active
Sister in charge,Unyetu Clinic,Mashonaland East,Chikomba,ZW030136,,,,263774159641.0,,active,+263774159641,,,active
Sister in charge,Wazvaramhaka Clinic,Mashonaland East,Chikomba,ZW030137,,,,263774159644.0,,active,+263774159644,,,active
Sister in charge,Chivhu Clinic,Mashonaland East,Chikomba,ZW030145,,,,263783280026.0,,active,+263783280026,,,active
Sister in charge,Gandami Clinic,Mashonaland East,Chikomba,ZW030146,,,,263774159657.0,,active,+263774159657,,,active
Sister in charge,Lancashire Clinic,Mashonaland East,Chikomba,ZW030147,,,,263774159659.0,,active,+263774159659,,,active
Sister in charge,Mutoro Clinic,Mashonaland East,Chikomba,ZW030148,,,,263774159662.0,,active,+263774159662,,,active
Sister in charge,Wiltshire Clinic,Mashonaland East,Chikomba,ZW030149,,,,263774159695.0,,active,+263774159695,,,active
Sister in charge,Daramombe Clinic,Mashonaland East,Chikomba,ZW030191,,,,263774159704.0,,active,+263774159704,,,active
Sister in charge,Mwerahari Clinic,Mashonaland East,Chikomba,ZW030192,,,,263774159707.0,,active,+263774159707,,,active
Sister in charge,Bosha Rural Health Centre,Mashonaland East,Goromonzi,ZW030201,,,,263774159710.0,,active,+263774159710,,,active
Sister in charge,Domboshava Training Centre Clinic,Mashonaland East,Goromonzi,ZW030202,,,,263783280013.0,,active,+263783280013,,,active
Sister in charge,Mwanza Rural Health Centre,Mashonaland East,Goromonzi,ZW030203,,,,263774159734.0,,active,+263774159734,,,active
Sister in charge,Rusununguko Clinic,Mashonaland East,Goromonzi,ZW030204,,,,263774159745.0,,active,+263774159745,,,active
Sister in charge,Rusununguko Clinic,Mashonaland East,Goromonzi,ZW030204,,,,263778126767.0,,active,+263774159745,,,active
Sister in charge,Goromonzi High School Clinic,Mashonaland East,Goromonzi,ZW030205,,,,263774159748.0,,active,+263774159748,,,active
Sister in charge,Makumbe District Hospital,Mashonaland East,Goromonzi,ZW03020A,,,,263783280019.0,,active,+263783280019,,,active
Sister in charge,Ruwa Rehab,Mashonaland East,Goromonzi,ZW03020C,,,,263783280020.0,,active,+263783280020,,,active
Sister in charge,Chikwaka Rural Hospital,Mashonaland East,Goromonzi,ZW03020D,,,,263774159709.0,,active,+263774159709,,,active
Sister in charge,Chinamhora Clinic,Mashonaland East,Goromonzi,ZW030225,,,,263774159758.0,,active,+263774159758,,,active
Sister in charge,Chinyika Clinic,Mashonaland East,Goromonzi,ZW030226,,,,263774159769.0,,active,+263774159769,,,active
Sister in charge,Kowoyo Clinic,Mashonaland East,Goromonzi,ZW030227,,,,263774159771.0,,active,+263774159771,,,active
Sister in charge,Masikandoro Clinic,Mashonaland East,Goromonzi,ZW030228,,,,263774159773.0,,active,+263774159773,,,active
Sister in charge,Nyawure Clinic,Mashonaland East,Goromonzi,ZW030229,,,,263774159774.0,,active,+263774159774,,,active
Sister in charge,Pote Clinic,Mashonaland East,Goromonzi,ZW030230,,,,263774159780.0,,active,+263774159780,,,active
Sister in charge,Bromley Clinic,Mashonaland East,Goromonzi,ZW030245,,,,263774159791.0,,active,+263774159791,,,active
Sister in charge,Cranborne Clinic,Mashonaland East,Goromonzi,ZW030246,,,,263774159794.0,,active,+263774159794,,,active
Sister in charge,Henry John Rheimer Clinic,Mashonaland East,Goromonzi,ZW030247,,,,263774159803.0,,active,+263774159803,,,active
Sister in charge,Kubatsirana Clinic,Mashonaland East,Goromonzi,ZW030248,,,,263774159807.0,,active,+263774159807,,,active
Sister in charge,Rusike Clinic,Mashonaland East,Goromonzi,ZW030249,,,,263774159810.0,,active,+263774159810,,,active
Sister in charge,Ruwa Clinic,Mashonaland East,Goromonzi,ZW030250,,,,263774159827.0,,active,+263774159827,,,active
Sister in charge,Joan Rankini Clinic,Mashonaland East,Goromonzi,ZW030251,,,,263774159835.0,,active,+263774159835,,,active
Sister in charge,St Joseph's Clinic,Mashonaland East,Goromonzi,ZW030252,,,,263774159844.0,,active,+263774159844,,,active
Sister in charge,Ruwa PolyClinic,Mashonaland East,Goromonzi,ZW030273,,,,263774159854.0,,active,+263774159854,,,active
Sister in charge,Melfort Clinic,Mashonaland East,Goromonzi,ZW030274,,,,263774159855.0,,active,+263774159855,,,active
Sister in charge,Arcturus Mine Clinic,Mashonaland East,Goromonzi,ZW030275,,,,263774159856.0,,active,+263774159856,,,active
Sister in charge,Gejo RaRuby Clinic,Mashonaland East,Goromonzi,ZW030276,,,,263774159870.0,,active,+263774159870,,,active
Sister in charge,Kafura Rural Health Centre,Mashonaland East,Uzumba Maramba Pfungwe,ZW030301,,,,263774160805.0,,active,+263774160805,,,active
Sister in charge,Karimbika Rural Health Centre,Mashonaland East,Uzumba Maramba Pfungwe,ZW030302,,,,263774160823.0,,active,+263774160823,,,active
Sister in charge,Sowa Rural Health Centre,Mashonaland East,Uzumba Maramba Pfungwe,ZW030303,,,,263774160751.0,,active,+263774160751,,,active
Sister in charge,Marembera Rural Health Centre,Mashonaland East,Uzumba Maramba Pfungwe,ZW030304,,,,263774160835.0,,active,+263774160835,,,active
Sister in charge,Mutawatawa District Hospital,Mashonaland East,Uzumba Maramba Pfungwe,ZW03030A,,,,263783279352.0,,active,+263783279352,,,active
Sister in charge,Borera Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030325,,,,263774160769.0,,active,+263774160769,,,active
Sister in charge,Chikuhwa Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030326,,,,263774160716.0,,active,+263774160716,,,active
Sister in charge,Chipfunde Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030327,,,,263774160826.0,,active,+263774160826,,,active
Sister in charge,Chitimbe Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030328,,,,263774160786.0,,active,+263774160786,,,active
Sister in charge,Chitsungo Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030329,,,,263774160722.0,,active,+263774160722,,,active
Sister in charge,Manyika Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030330,,,,263774160809.0,,active,+263774160809,,,active
Sister in charge,Maramba Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030331,,,,263774160700.0,,active,+263774160700,,,active
Sister in charge,Mashambanhaka Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030332,,,,263774160709.0,,active,+263774160709,,,active
Sister in charge,Nhakiwa Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030333,,,,263774160737.0,,active,+263774160737,,,active
Sister in charge,Nyakasoro Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030334,,,,263774160785.0,,active,+263774160785,,,active
Sister in charge,Nyanzou Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030336,,,,263774160831.0,,active,+263774160831,,,active
Sister in charge,Muskwe Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030337,,,,263774160806.0,,active,+263774160806,,,active
Sister in charge,Dewe Council Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030338,,,,263774160845.0,,active,+263774160845,,,active
Sister in charge,Dindi Clinic,Mashonaland East,Uzumba Maramba Pfungwe,ZW030391,,,,263774160780.0,,active,+263774160780,,,active
Sister in charge,Garaba Rural Health Centre,Mashonaland East,Hwedza,ZW030401,,,,263774159878.0,,active,+263774159878,,,active
Sister in charge,Goneso Rural Health Centre,Mashonaland East,Hwedza,ZW030402,,,,263774159893.0,,active,+263774159893,,,active
Sister in charge,GOTO,Mashonaland East,Hwedza,ZW030403,,,,263774159894.0,,active,+263774159894,,,active
Sister in charge,Sengezi Rural Health Centre,Mashonaland East,Hwedza,ZW030405,,,,263774159895.0,,active,+263774159895,,,active
Sister in charge,Gotora/Skimpton Clinic,Mashonaland East,Hwedza,ZW030406,,,,263774159918.0,,active,+263774159918,,,active
Sister in charge,Idube Clinic,Mashonaland East,Hwedza,ZW030407,,,,263774159919.0,,active,+263774159919,,,active
Sister in charge,Sango Clinic,Mashonaland East,Hwedza,ZW030408,,,,263774159923.0,,active,+263774159923,,,active
Sister in charge,Wedza Rural Hospital,Mashonaland East,Hwedza,ZW03040A,,,,263783280031.0,,active,+263783280031,,,active
Sister in charge,Mt St Mary's Hospital,Mashonaland East,Hwedza,ZW03040B,,,,263783280030.0,,active,+263783280030,,,active
Sister in charge,Chigondo Clinic,Mashonaland East,Hwedza,ZW030425,,,,263774159927.0,,active,+263774159927,,,active
Sharon  n/a n/a Ngwenya,Victoria Falls Hospital,Matabeleland North,Hwange,ZW05030A,shaazy1104@gmail.com,,,,,active,+263783282969,,drmunepadi@gmail.com,active
CLINICIAN IN CHARGE,Victoria Falls Hospital,Matabeleland North,Hwange,ZW05030A,drmunepadi@gmail.com,,,263783282969.0,,inactive,+263783282969,,drmunepadi@gmail.com,active
Sister in charge,Lukosi Rural Hospital,Matabeleland North,Hwange,ZW05030B,,,,263783282948.0,,active,+263783282948,,,active
CLINICIAN IN CHARGE,Hwange Colliery Hospital,Matabeleland North,Hwange,ZW05030D,drmunepadi@gmail.com,,,263783282959.0,,active,+263783282959,,,active
Sister in charge,Dete Clinic,Matabeleland North,Hwange,ZW050326,,,,263774161417.0,,active,+263774151206,,,active
Sister in charge,Dete Clinic,Matabeleland North,Hwange,ZW050326,,,,263774151206.0,,active,+263774151206,,,active
Sister in charge,Dinde Clinic,Matabeleland North,Hwange,ZW050327,,,,263774151188.0,,active,+263774151188,,,active
Sister in charge,Lupote Clinic,Matabeleland North,Hwange,ZW050330,,,,263774151189.0,,active,+263774151189,,,active
Sister in charge,Ndlovu Clinic,Matabeleland North,Hwange,ZW050332,,,,263774151167.0,,active,+263774151167,,,active
Sister in charge,Simangane Clinic,Matabeleland North,Hwange,ZW050333,,,,263778126786.0,,active,+263778126786,,,active
Sister in charge,Mabale Clinic,Matabeleland North,Hwange,ZW050335,,,,263774151207.0,,active,+263774151207,,,active
CLINICIAN IN CHARGE,St Patrick's Mission Hospital,Matabeleland North,Hwange,ZW050337,drmunepadi@gmail.com,,,263783282970.0,,active,+263783282970,,,active
Sister in charge,Chibondo Clinic,Matabeleland North,Hwange,ZW050359,,,,263783282963.0,,active,+263783282963,,,active
Sister in charge,Ingagula Clinic,Matabeleland North,Hwange,ZW050360,,,,263783282964.0,,active,+263783282964,,,active
Sister in charge,Empumalanga Clinic,Matabeleland North,Hwange,ZW050361,,,,263783282966.0,,active,+263783282966,,,active
Sister in charge,Chinotimba Clinic,Matabeleland North,Hwange,ZW050362,,,,263783282971.0,,active,+263783282971,,,active
Sister in charge,Lukunguni Clinic,Matabeleland North,Hwange,ZW050391,,,,263774151175.0,,active,+263774151175,,,active
Sister in charge,Colliery Number 1 Clinic,Matabeleland North,Hwange,ZW050392,,,,263783282968.0,,active,+263783282968,,,active
Sister in charge,Colliery Number 1 North Clinic,Matabeleland North,Hwange,ZW050393,,,,263783282967.0,,active,+263783282967,,,active
Sister in charge,Colliery Number 2 Clinic,Matabeleland North,Hwange,ZW050394,,,,263783282958.0,,active,+263783282958,,,active
Sister in charge,Colliery Number 3 Clinic,Matabeleland North,Hwange,ZW050395,,,,263783282957.0,,active,+263783282957,,,active
Sister in charge,Colliery Number 5 Clinic,Matabeleland North,Hwange,ZW050396,,,,263783282965.0,,active,+263783282965,,,active
Sister in charge,Dandanda Rural Health Centre,Matabeleland North,Lupane,ZW050402,,,,263774151213.0,,active,+263774151213,,,active
Sister in charge,Dongamuzi Rural Health Centre,Matabeleland North,Lupane,ZW050403,,,,263774151219.0,,active,+263774151219,,,active
Sister in charge,Gomoza Rural Health Centre,Matabeleland North,Lupane,ZW050404,,,,263775284503.0,,active,+263775284503,,,active
Sister in charge,Kanyandabu Clinic,Matabeleland North,Lupane,ZW050405,,,,263783282950.0,,active,+263783282950,,,active
Sister in charge,Lupane Rural Heath Centre,Matabeleland North,Lupane,ZW050406,,,,263783282951.0,,active,+263783282951,,,active
Sister in charge,Lupaka Clinic,Matabeleland North,Lupane,ZW050407,,,,263774151248.0,,active,+263774151248,,,active
Clinician in charge  Clinician in Charge,St Luke's Mission Hospital,Matabeleland North,Lupane,ZW05040B,labstlukes@gmail.com,,,263783282953.0,,active,+263783282953,happisibanda1971@gmail.com,drmunepadi@gmail.com,active
Sister in charge,Jotsholo Clinic,Matabeleland North,Lupane,ZW050426,,,,263783282952.0,,active,+263783282952,,,active
Sister in charge,Mdlankuzi Clinic,Matabeleland North,Lupane,ZW050427,,,,263774151227.0,,active,+263774151227,,,active
Sister in charge,Fatima Mission Clinic,Matabeleland North,Lupane,ZW050491,,,,263774151274.0,,active,+263774151274,,,active
Sister in charge,Gwaai Rural Health Centre,Matabeleland North,Lupane,ZW050492,,,,263774151272.0,,active,+263774151272,,,active
Sister in charge,Mateme Rural Health Centre,Matabeleland North,Nkayi,ZW050502,,,,263774151290.0,,active,+263774151290,,,active
Sister in charge,Ngwaladi Rural Health Centre,Matabeleland North,Nkayi,ZW050503,,,,263777146937.0,,active,+263777146937,,,active
